"""KEY"""KEY:0TXTSH;"""SOCIEDAD"""0COMP_CODE:0COMP_CODE;"""CLASE DOCUMENTO VENTA"""0DOC_TYPE:0DOC_TYPE;"""CENTRO"""0PLANT:0PLANT;"""ORGANIZACION DE VENTA"""0SALES_ORG:0SALESORG;"""SOLICITANTE"""0SOLD_TO:0SOLD_TO;"""NOMBRE SOLICITANTE"""1TXTMD:0TXTMD;"""RUT SOLICITANTE"""RUT_SOLD_TO:0TAX_NUMB;"""DESTINATARIO DE MERCANCIA"""0SHIP_TO:0SHIP_TO;"""RUT DESTINATARIO DE MERCANCIA"""RUT_0SHIP_TO:0TAX_NUMB;"""DOCUMENTO VENTA"""0DOC_NUMBER:0DOC_NUMBER;"""POSICION DOC. VENTA"""0S_ORD_ITEM:0S_ORD_ITEM;"""FECHA DOCUMENTO PEDIDO"""0CALDAY:0CALDAY;"""MATERIAL"""0MATERIAL:0MATERIAL;"""DESCRIPCION MATERIAL"""DESCRIPTION:0TXTLG;"""ESPECIE MATERIAL"""ZMAT_SPEC:ZMAT_SPEC;"""ENTREGA"""0DELIV_NUMB:0DELIV_NUMB;"""FACTURA"""0BILL_NUM:0BILL_NUM;"""CENTRO DE BENEFICIO"""0PROFIT_CTR:0PROFIT_CTR;"""PEDIDO CLIENTE"""0PO_NUMBER:0PO_NUMBER;"""CLIENTE FACTURA"""CLIENTE_FACTURA:/BIC/OF_CHAR_000010_00;"""CANTIDAD PEDIDO"""CANTIDAD_PEDIDO:0QUANT_B;"""CANTIDAD ENTREGA"""CANTIDAD_ENTREGA:4ZV_SD11-0QUANT_B_0;"""CANTIDAD FACTURA"""CANTIDAD_FACTURA:4ZV_SD11-0QUANT_B_1;"""VALOR PEDIDO MD"""VALOR_PEDIDO_MD:0NET_VALUE;"""VALOR PEDIDO ME"""VALOR_PEDIDO_ME:0NET_VAL_S;"""VALOR NETRO FACTURA ME"""VALOR_NETRO_FACTURA_ME:4ZV_SD11-0NET_VAL_S_0;"""VALOR NETO FACTURA MD"""VALOR_NETO_FACTURA_MD:4ZV_SD11-0NETVAL_INV;"""PESO BRUTO PEDIDO"""PESO_BRUTO_PEDIDO:0GR_WT_KG;"""PESO NETO PEDIDO"""PESO_NETO_PEDIDO:0NT_WT_KG;"""PESO BRUTO ENTREGA"""PESO_BRUTO_ENTREGA:4ZV_SD11-0GR_WT_KG_0;"""PESO NETO ENTREGA"""PESO_NETO_ENTREGA:4ZV_SD11-0NT_WT_KG_0;"""PRECIO MD"""PRECIO_MD:0COST;"""PRECIO ME"""PRECIO_ME:0COST_VAL_S;"""TIPO DE CAMBIO"""TIPO_DE_CAMBIO:0EXCHG_RATE;"""DESTINATARIO DE FACTURA"""0BILLTOPRTY:0BILLTOPRTY;"""CANAL DE DISTRIBUCIÓN"""0DISTR_CHAN:0DISTR_CHAN;"""NOMBRE DEST. MERCANCIA """0SHIP_TO_NAME:0TXTMD;"""NOMBRE DEST. FACTURA"""0BILLTOPRTY_NAME:0TXTMD;"""VALOR UNITARIO"""VALOR_UNITARIO:FLOAT
0400000511000060;VN04;S400;HN41;VN04;;EXPORTADORA BAIKA S.A.;;76100265-1;76100265-1;0400000511;000060;20230111;NCC_GRANEL_HSJF;NUEZCC GRANEL HSJF;NUEZCC;;;SONZCH2010;LIQTEMP2022;76100265-1;0.000 ;0.0000000000000000E+00;0.0000000000000000E+00;2058630.00 ;2395.12 ;0.0000000000000000E+00;0.0000000000000000E+00;1.000 ;1.000 ;0.0000000000000000E+00;0.0000000000000000E+00;0.00 ;0.00 ;0.0000000000000000E+00;76100265-1;01;;EXPORTADORA BAIKA S.A.;0.0000000000000000E+00
0400000509000030;VN01;S400;HN11;VN01;;EXPORTADORA BAIKA S.A.;;76100265-1;76100265-1;0400000509;000030;20230109;NCC_GRANEL_HSJF;NUEZCC GRANEL HSJF;NUEZCC;;;RENZCH2012;LIQTEMP2022;76100265-1;0.000 ;0.0000000000000000E+00;0.0000000000000000E+00;2237201.00 ;2602.88 ;0.0000000000000000E+00;0.0000000000000000E+00;1.000 ;1.000 ;0.0000000000000000E+00;0.0000000000000000E+00;0.00 ;0.00 ;0.0000000000000000E+00;76100265-1;01;;EXPORTADORA BAIKA S.A.;0.0000000000000000E+00
0350003060000010;VN01;S202;HN14;VN01;;VALMEC SERVICIOS SPA;;77559523-K;77559523-K;0350003060;000010;20240426;NCC_GRANEL_HSJF;NUEZCC GRANEL HSJF;NUEZCC;;;LONZCH2018;NCDOC.3009DUPLICAD;77559523-K;0.000 ;0.0000000000000000E+00;0.0000000000000000E+00;30680106.00 ;32139.90 ;0.0000000000000000E+00;0.0000000000000000E+00;15678.000 ;15678.000 ;0.0000000000000000E+00;0.0000000000000000E+00;0.00 ;0.00 ;0.0000000000000000E+00;77559523-K;01;;VALMEC SERVICIOS SPA;0.0000000000000000E+00
0350002810000010;VN01;S200;HN11;VN01;;EXPORTADORA BAIKA S.A.;;76100265-1;76100265-1;0350002810;000010;20240110;MA_GRANEL_HSJF;MANDARINA GRANEL HSJF;MANDARINA;;;SIMAMU009V;;76100265-1;0.000 ;0.0000000000000000E+00;0.0000000000000000E+00;38694555.00 ;44115.46 ;0.0000000000000000E+00;0.0000000000000000E+00;1.000 ;1.000 ;0.0000000000000000E+00;0.0000000000000000E+00;0.00 ;0.00 ;0.0000000000000000E+00;76100265-1;01;;EXPORTADORA BAIKA S.A.;0.0000000000000000E+00
0350002809000010;VN01;S200;HN11;VN01;;EXPORTADORA BAIKA S.A.;;76100265-1;76100265-1;0350002809;000010;20240110;PL_GRANEL_HSJF;PALTA GRANEL HSJF;PALTA;;;SIPLHS006V;;76100265-1;0.000 ;0.0000000000000000E+00;0.0000000000000000E+00;12176491.00 ;13882.35 ;0.0000000000000000E+00;0.0000000000000000E+00;1.000 ;1.000 ;0.0000000000000000E+00;0.0000000000000000E+00;0.00 ;0.00 ;0.0000000000000000E+00;76100265-1;01;;EXPORTADORA BAIKA S.A.;0.0000000000000000E+00
0350002808000010;VN01;S200;HN11;VN01;;EXPORTADORA BAIKA S.A.;;76100265-1;76100265-1;0350002808;000010;20240110;PL_GRANEL_HSJF;PALTA GRANEL HSJF;PALTA;;;SIPLHS006V;;76100265-1;0.000 ;0.0000000000000000E+00;0.0000000000000000E+00;35116854.00 ;40036.54 ;0.0000000000000000E+00;0.0000000000000000E+00;1.000 ;1.000 ;0.0000000000000000E+00;0.0000000000000000E+00;0.00 ;0.00 ;0.0000000000000000E+00;76100265-1;01;;EXPORTADORA BAIKA S.A.;0.0000000000000000E+00
0350002802000020;VN01;S200;HN10;VN01;;DESTILERIA COLINA LIMITADA;;77134005-9;77134005-9;0350002802;000020;20240109;ADMINIST_AFECTO;SERVICIOS ADMINISTRATIVOS AFECTO;;;;PIOLIO2015;;77134005-9;0.000 ;0.0000000000000000E+00;0.0000000000000000E+00;180000.00 ;207.19 ;0.0000000000000000E+00;0.0000000000000000E+00;1.000 ;0.000 ;0.0000000000000000E+00;0.0000000000000000E+00;0.00 ;0.00 ;0.0000000000000000E+00;77134005-9;01;;DESTILERIA COLINA LIMITADA;0.0000000000000000E+00
0350002802000010;VN01;S200;HN10;VN01;;DESTILERIA COLINA LIMITADA;;77134005-9;77134005-9;0350002802;000010;20240109;ADMINIST_AFECTO;SERVICIOS ADMINISTRATIVOS AFECTO;;;;PIVIVI2011;;77134005-9;0.000 ;0.0000000000000000E+00;0.0000000000000000E+00;468000.00 ;538.69 ;0.0000000000000000E+00;0.0000000000000000E+00;1.000 ;0.000 ;0.0000000000000000E+00;0.0000000000000000E+00;0.00 ;0.00 ;0.0000000000000000E+00;77134005-9;01;;DESTILERIA COLINA LIMITADA;0.0000000000000000E+00
0350002801000010;VS05;S200;HS51;VS05;;Maritsa Galleguillos Lecaros;;15770335-8;15770335-8;0350002801;000010;20240109;LI_COM_HUERTO_HSJF;LIMON COMERCIAL HSJF;LIMON;;;ALLIME2017;ANULABOLETA1081;15770335-8;0.000 ;0.0000000000000000E+00;0.0000000000000000E+00;2520.00 ;2.85 ;0.0000000000000000E+00;0.0000000000000000E+00;5.000 ;5.000 ;0.0000000000000000E+00;0.0000000000000000E+00;0.00 ;0.00 ;0.0000000000000000E+00;15770335-8;01;;Maritsa Galleguillos Lecaros;0.0000000000000000E+00
0350002760000010;VN01;S200;HN10;VN01;;MARCELO VALLETTE GONZALEZ;;10879606-5;10879606-5;0350002760;000010;20231221;VENTA_AF;VENTA DE ACTIVO FIJO;;;;PIOP010000;ANULAFACTURAAF;10879606-5;0.000 ;0.0000000000000000E+00;0.0000000000000000E+00;11176471.00 ;12766.11 ;0.0000000000000000E+00;0.0000000000000000E+00;1.000 ;0.000 ;0.0000000000000000E+00;0.0000000000000000E+00;0.00 ;0.00 ;0.0000000000000000E+00;10879606-5;01;;MARCELO VALLETTE GONZALEZ;0.0000000000000000E+00
0350002605000010;VS06;S202;VS06;VS06;;JORGE ARTURO CASTRO GONZALEZ;;9852556-4;9852556-4;0350002605;000010;20231010;ADMINIST_AFECTO;SERVICIOS ADMINISTRATIVOS AFECTO;;;;UCINSOC010;ANULAF-1190;9852556-4;0.000 ;0.0000000000000000E+00;0.0000000000000000E+00;150500.00 ;165.96 ;0.0000000000000000E+00;0.0000000000000000E+00;7.000 ;0.000 ;0.0000000000000000E+00;0.0000000000000000E+00;0.00 ;0.00 ;0.0000000000000000E+00;9852556-4;01;;JORGE ARTURO CASTRO GONZALEZ;0.0000000000000000E+00
0350002384000010;VS05;S200;HS51;VS05;;Guillermo Peña Castillo;;18750478-3;18750478-3;0350002384;000010;20230608;VENTA_AF;VENTA DE ACTIVO FIJO;;;;ALOP010000;ANULA;18750478-3;0.000 ;0.0000000000000000E+00;0.0000000000000000E+00;420168.00 ;529.53 ;0.0000000000000000E+00;0.0000000000000000E+00;1.000 ;0.000 ;0.0000000000000000E+00;0.0000000000000000E+00;0.00 ;0.00 ;0.0000000000000000E+00;18750478-3;01;;Guillermo Peña Castillo;0.0000000000000000E+00
0350002371000010;VN01;S200;HN10;VN01;;EXPORTADORA BAIKA S.A.;;76100265-1;76100265-1;0350002371;000010;20230601;ADMINIST_AFECTO;SERVICIOS ADMINISTRATIVOS AFECTO;;;;VNOP010000;LIQUIDACIÓNPALTATE;76100265-1;0.000 ;0.0000000000000000E+00;0.0000000000000000E+00;23559612.00 ;29583.38 ;0.0000000000000000E+00;0.0000000000000000E+00;1.000 ;0.000 ;0.0000000000000000E+00;0.0000000000000000E+00;0.00 ;0.00 ;0.0000000000000000E+00;76100265-1;01;;EXPORTADORA BAIKA S.A.;0.0000000000000000E+00
0350002351000060;VN01;S200;HN11;VN01;;EXPORTADORA BAIKA S.A.;;76100265-1;76100265-1;0350002351;000060;20230525;PL_GRANEL_HSJF;PALTA GRANEL HSJF;PALTA;;;PIPLHS2018;LIQUIDACIÓNPALTATE;76100265-1;0.000 ;0.0000000000000000E+00;0.0000000000000000E+00;2922388.00 ;3669.59 ;0.0000000000000000E+00;0.0000000000000000E+00;1.000 ;1.000 ;0.0000000000000000E+00;0.0000000000000000E+00;0.00 ;0.00 ;0.0000000000000000E+00;76100265-1;01;;EXPORTADORA BAIKA S.A.;0.0000000000000000E+00
0350002351000050;VN01;S200;HN11;VN01;;EXPORTADORA BAIKA S.A.;;76100265-1;76100265-1;0350002351;000050;20230525;PL_GRANEL_HSJF;PALTA GRANEL HSJF;PALTA;;;SIPLHS996V;LIQUIDACIÓNPALTATE;76100265-1;0.000 ;0.0000000000000000E+00;0.0000000000000000E+00;208006.00 ;261.19 ;0.0000000000000000E+00;0.0000000000000000E+00;1.000 ;1.000 ;0.0000000000000000E+00;0.0000000000000000E+00;0.00 ;0.00 ;0.0000000000000000E+00;76100265-1;01;;EXPORTADORA BAIKA S.A.;0.0000000000000000E+00
0350002351000040;VN01;S200;HN11;VN01;;EXPORTADORA BAIKA S.A.;;76100265-1;76100265-1;0350002351;000040;20230525;PL_GRANEL_HSJF;PALTA GRANEL HSJF;PALTA;;;SIPLHS009V;LIQUIDACIÓNPALTATE;76100265-1;0.000 ;0.0000000000000000E+00;0.0000000000000000E+00;1044723.00 ;1311.84 ;0.0000000000000000E+00;0.0000000000000000E+00;1.000 ;1.000 ;0.0000000000000000E+00;0.0000000000000000E+00;0.00 ;0.00 ;0.0000000000000000E+00;76100265-1;01;;EXPORTADORA BAIKA S.A.;0.0000000000000000E+00
0350002351000030;VN01;S200;HN12;VN01;;EXPORTADORA BAIKA S.A.;;76100265-1;76100265-1;0350002351;000030;20230525;PL_GRANEL_HSJF;PALTA GRANEL HSJF;PALTA;;;SAPLHS2000;LIQUIDACIÓNPALTATE;76100265-1;0.000 ;0.0000000000000000E+00;0.0000000000000000E+00;5783272.00 ;7261.95 ;0.0000000000000000E+00;0.0000000000000000E+00;1.000 ;1.000 ;0.0000000000000000E+00;0.0000000000000000E+00;0.00 ;0.00 ;0.0000000000000000E+00;76100265-1;01;;EXPORTADORA BAIKA S.A.;0.0000000000000000E+00
0350002351000020;VN01;S200;HN17;VN01;;EXPORTADORA BAIKA S.A.;;76100265-1;76100265-1;0350002351;000020;20230525;PL_GRANEL_HSJF;PALTA GRANEL HSJF;PALTA;;;SIPLHS006V;LIQUIDACIÓNPALTATE;76100265-1;0.000 ;0.0000000000000000E+00;0.0000000000000000E+00;2661645.00 ;3342.18 ;0.0000000000000000E+00;0.0000000000000000E+00;1.000 ;1.000 ;0.0000000000000000E+00;0.0000000000000000E+00;0.00 ;0.00 ;0.0000000000000000E+00;76100265-1;01;;EXPORTADORA BAIKA S.A.;0.0000000000000000E+00
0350002351000010;VN01;S200;HN12;VN01;;EXPORTADORA BAIKA S.A.;;76100265-1;76100265-1;0350002351;000010;20230525;PL_GRANEL_HSJF;PALTA GRANEL HSJF;PALTA;;;SAPLHS1998;LIQUIDACIÓNPALTATE;76100265-1;0.000 ;0.0000000000000000E+00;0.0000000000000000E+00;10939585.00 ;13736.64 ;0.0000000000000000E+00;0.0000000000000000E+00;1.000 ;1.000 ;0.0000000000000000E+00;0.0000000000000000E+00;0.00 ;0.00 ;0.0000000000000000E+00;76100265-1;01;;EXPORTADORA BAIKA S.A.;0.0000000000000000E+00
0350002350000060;VN01;S200;HN11;VN01;;EXPORTADORA BAIKA S.A.;;76100265-1;76100265-1;0350002350;000060;20230525;PL_GRANEL_HSJF;PALTA GRANEL HSJF;PALTA;;;SAPLHS2000;LIQUIDACIÓNPALTATE;76100265-1;0.000 ;0.0000000000000000E+00;0.0000000000000000E+00;5783312.00 ;7262.00 ;0.0000000000000000E+00;0.0000000000000000E+00;1.000 ;1.000 ;0.0000000000000000E+00;0.0000000000000000E+00;0.00 ;0.00 ;0.0000000000000000E+00;76100265-1;01;;EXPORTADORA BAIKA S.A.;0.0000000000000000E+00
0350002350000050;VN01;S200;HN11;VN01;;EXPORTADORA BAIKA S.A.;;76100265-1;76100265-1;0350002350;000050;20230525;PL_GRANEL_HSJF;PALTA GRANEL HSJF;PALTA;;;PIPLHS2018;LIQUIDACIÓNPALTATE;76100265-1;0.000 ;0.0000000000000000E+00;0.0000000000000000E+00;2922715.00 ;3670.00 ;0.0000000000000000E+00;0.0000000000000000E+00;1.000 ;1.000 ;0.0000000000000000E+00;0.0000000000000000E+00;0.00 ;0.00 ;0.0000000000000000E+00;76100265-1;01;;EXPORTADORA BAIKA S.A.;0.0000000000000000E+00
0350002350000040;VN01;S200;HN17;VN01;;EXPORTADORA BAIKA S.A.;;76100265-1;76100265-1;0350002350;000040;20230525;PL_GRANEL_HSJF;PALTA GRANEL HSJF;PALTA;;;SIPLHS006V;LIQUIDACIÓNPALTATE;76100265-1;0.000 ;0.0000000000000000E+00;0.0000000000000000E+00;2661645.00 ;3342.18 ;0.0000000000000000E+00;0.0000000000000000E+00;1.000 ;1.000 ;0.0000000000000000E+00;0.0000000000000000E+00;0.00 ;0.00 ;0.0000000000000000E+00;76100265-1;01;;EXPORTADORA BAIKA S.A.;0.0000000000000000E+00
0350002350000030;VN01;S200;HN17;VN01;;EXPORTADORA BAIKA S.A.;;76100265-1;76100265-1;0350002350;000030;20230525;PL_GRANEL_HSJF;PALTA GRANEL HSJF;PALTA;;;SIPLHS996V;LIQUIDACIÓNPALTATE;76100265-1;0.000 ;0.0000000000000000E+00;0.0000000000000000E+00;208006.00 ;261.19 ;0.0000000000000000E+00;0.0000000000000000E+00;1.000 ;1.000 ;0.0000000000000000E+00;0.0000000000000000E+00;0.00 ;0.00 ;0.0000000000000000E+00;76100265-1;01;;EXPORTADORA BAIKA S.A.;0.0000000000000000E+00
0350002350000020;VN01;S200;HN17;VN01;;EXPORTADORA BAIKA S.A.;;76100265-1;76100265-1;0350002350;000020;20230525;PL_GRANEL_HSJF;PALTA GRANEL HSJF;PALTA;;;SIPLHS009V;LIQUIDACIÓNPALTATE;76100265-1;0.000 ;0.0000000000000000E+00;0.0000000000000000E+00;1044723.00 ;1311.84 ;0.0000000000000000E+00;0.0000000000000000E+00;1.000 ;1.000 ;0.0000000000000000E+00;0.0000000000000000E+00;0.00 ;0.00 ;0.0000000000000000E+00;76100265-1;01;;EXPORTADORA BAIKA S.A.;0.0000000000000000E+00
0350002350000010;VN01;S200;HN12;VN01;;EXPORTADORA BAIKA S.A.;;76100265-1;76100265-1;0350002350;000010;20230525;PL_GRANEL_HSJF;PALTA GRANEL HSJF;PALTA;;;SAPLHS1998;LIQUIDACIÓNPALTATE;76100265-1;0.000 ;0.0000000000000000E+00;0.0000000000000000E+00;10939585.00 ;13736.64 ;0.0000000000000000E+00;0.0000000000000000E+00;1.000 ;1.000 ;0.0000000000000000E+00;0.0000000000000000E+00;0.00 ;0.00 ;0.0000000000000000E+00;76100265-1;01;;EXPORTADORA BAIKA S.A.;0.0000000000000000E+00
0350002198000010;VN01;S200;HN10;VN01;;AGRICOLA DEL RIO PUELO SPA;;77666952-0;77666952-0;0350002198;000010;20230324;VENTA_AF;VENTA DE ACTIVO FIJO;;;;VNOP010000;VENTACAMIONETA;77666952-0;0.000 ;0.0000000000000000E+00;0.0000000000000000E+00;13445378.00 ;16697.56 ;0.0000000000000000E+00;0.0000000000000000E+00;1.000 ;0.000 ;0.0000000000000000E+00;0.0000000000000000E+00;0.00 ;0.00 ;0.0000000000000000E+00;77666952-0;01;;AGRICOLA DEL RIO PUELO SPA;0.0000000000000000E+00
0350002120000140;VN01;S200;HN12;VN01;;EXPORTADORA BAIKA S.A.;;76100265-1;76100265-1;0350002120;000140;20230209;NA_GRANEL_HSJF;NARANJA GRANEL HSJF;NARANJA;;;SINAFU012V;LIQTEMP2022NARANJ;76100265-1;0.000 ;0.0000000000000000E+00;0.0000000000000000E+00;1823875.00 ;2250.67 ;0.0000000000000000E+00;0.0000000000000000E+00;1.000 ;1.000 ;0.0000000000000000E+00;0.0000000000000000E+00;0.00 ;0.00 ;0.0000000000000000E+00;76100265-1;01;;EXPORTADORA BAIKA S.A.;0.0000000000000000E+00
0350002120000130;VN01;S200;HN12;VN01;;EXPORTADORA BAIKA S.A.;;76100265-1;76100265-1;0350002120;000130;20230209;NA_GRANEL_HSJF;NARANJA GRANEL HSJF;NARANJA;;;SINAFU012V;LIQTEMP2022NARANJ;76100265-1;0.000 ;0.0000000000000000E+00;0.0000000000000000E+00;4504912.00 ;5559.08 ;0.0000000000000000E+00;0.0000000000000000E+00;1.000 ;1.000 ;0.0000000000000000E+00;0.0000000000000000E+00;0.00 ;0.00 ;0.0000000000000000E+00;76100265-1;01;;EXPORTADORA BAIKA S.A.;0.0000000000000000E+00
0350002120000120;VN01;S200;HN12;VN01;;EXPORTADORA BAIKA S.A.;;76100265-1;76100265-1;0350002120;000120;20230209;NA_GRANEL_HSJF;NARANJA GRANEL HSJF;NARANJA;;;SINAFU012V;LIQTEMP2022NARANJ;76100265-1;0.000 ;0.0000000000000000E+00;0.0000000000000000E+00;1448334.00 ;1787.25 ;0.0000000000000000E+00;0.0000000000000000E+00;1.000 ;1.000 ;0.0000000000000000E+00;0.0000000000000000E+00;0.00 ;0.00 ;0.0000000000000000E+00;76100265-1;01;;EXPORTADORA BAIKA S.A.;0.0000000000000000E+00
0350002120000110;VN01;S200;HN12;VN01;;EXPORTADORA BAIKA S.A.;;76100265-1;76100265-1;0350002120;000110;20230209;NA_GRANEL_HSJF;NARANJA GRANEL HSJF;NARANJA;;;SINAFU012V;LIQTEMP2022NARANJ;76100265-1;0.000 ;0.0000000000000000E+00;0.0000000000000000E+00;1981638.00 ;2445.35 ;0.0000000000000000E+00;0.0000000000000000E+00;1.000 ;1.000 ;0.0000000000000000E+00;0.0000000000000000E+00;0.00 ;0.00 ;0.0000000000000000E+00;76100265-1;01;;EXPORTADORA BAIKA S.A.;0.0000000000000000E+00
0350002120000100;VN01;S200;HN12;VN01;;EXPORTADORA BAIKA S.A.;;76100265-1;76100265-1;0350002120;000100;20230209;NA_GRANEL_HSJF;NARANJA GRANEL HSJF;NARANJA;;;SINAFU012V;LIQTEMP2022NARANJ;76100265-1;0.000 ;0.0000000000000000E+00;0.0000000000000000E+00;2019223.00 ;2491.73 ;0.0000000000000000E+00;0.0000000000000000E+00;1.000 ;1.000 ;0.0000000000000000E+00;0.0000000000000000E+00;0.00 ;0.00 ;0.0000000000000000E+00;76100265-1;01;;EXPORTADORA BAIKA S.A.;0.0000000000000000E+00
0350002120000090;VN01;S200;HN12;VN01;;EXPORTADORA BAIKA S.A.;;76100265-1;76100265-1;0350002120;000090;20230209;NA_GRANEL_HSJF;NARANJA GRANEL HSJF;NARANJA;;;SINAFU012V;LIQTEMP2022NARANJ;76100265-1;0.000 ;0.0000000000000000E+00;0.0000000000000000E+00;4029759.00 ;4972.74 ;0.0000000000000000E+00;0.0000000000000000E+00;1.000 ;1.000 ;0.0000000000000000E+00;0.0000000000000000E+00;0.00 ;0.00 ;0.0000000000000000E+00;76100265-1;01;;EXPORTADORA BAIKA S.A.;0.0000000000000000E+00
0350002120000080;VN01;S200;HN17;VN01;;EXPORTADORA BAIKA S.A.;;76100265-1;76100265-1;0350002120;000080;20230209;NA_GRANEL_HSJF;NARANJA GRANEL HSJF;NARANJA;;;SINAFU012V;LIQTEMP2022NARANJ;76100265-1;0.000 ;0.0000000000000000E+00;0.0000000000000000E+00;9707276.00 ;11978.82 ;0.0000000000000000E+00;0.0000000000000000E+00;1.000 ;1.000 ;0.0000000000000000E+00;0.0000000000000000E+00;0.00 ;0.00 ;0.0000000000000000E+00;76100265-1;01;;EXPORTADORA BAIKA S.A.;0.0000000000000000E+00
0350002120000070;VN01;S200;HN17;VN01;;EXPORTADORA BAIKA S.A.;;76100265-1;76100265-1;0350002120;000070;20230209;NA_GRANEL_HSJF;NARANJA GRANEL HSJF;NARANJA;;;SINAFU012V;LIQTEMP2022NARANJ;76100265-1;0.000 ;0.0000000000000000E+00;0.0000000000000000E+00;1639103.00 ;2022.66 ;0.0000000000000000E+00;0.0000000000000000E+00;1.000 ;1.000 ;0.0000000000000000E+00;0.0000000000000000E+00;0.00 ;0.00 ;0.0000000000000000E+00;76100265-1;01;;EXPORTADORA BAIKA S.A.;0.0000000000000000E+00
0350002120000060;VN01;S200;HN17;VN01;;EXPORTADORA BAIKA S.A.;;76100265-1;76100265-1;0350002120;000060;20230209;NA_GRANEL_HSJF;NARANJA GRANEL HSJF;NARANJA;;;SINAFU012V;LIQTEMP2022NARANJ;76100265-1;0.000 ;0.0000000000000000E+00;0.0000000000000000E+00;2885954.00 ;3561.28 ;0.0000000000000000E+00;0.0000000000000000E+00;1.000 ;1.000 ;0.0000000000000000E+00;0.0000000000000000E+00;0.00 ;0.00 ;0.0000000000000000E+00;76100265-1;01;;EXPORTADORA BAIKA S.A.;0.0000000000000000E+00
0350002120000050;VN01;S200;HN17;VN01;;EXPORTADORA BAIKA S.A.;;76100265-1;76100265-1;0350002120;000050;20230209;NA_GRANEL_HSJF;NARANJA GRANEL HSJF;NARANJA;;;SINAFU012V;LIQTEMP2022NARANJ;76100265-1;0.000 ;0.0000000000000000E+00;0.0000000000000000E+00;8727928.00 ;10770.30 ;0.0000000000000000E+00;0.0000000000000000E+00;1.000 ;1.000 ;0.0000000000000000E+00;0.0000000000000000E+00;0.00 ;0.00 ;0.0000000000000000E+00;76100265-1;01;;EXPORTADORA BAIKA S.A.;0.0000000000000000E+00
0350002120000040;VN01;S200;HN17;VN01;;EXPORTADORA BAIKA S.A.;;76100265-1;76100265-1;0350002120;000040;20230209;NA_GRANEL_HSJF;NARANJA GRANEL HSJF;NARANJA;;;SINAFU012V;LIQTEMP2022NARANJ;76100265-1;0.000 ;0.0000000000000000E+00;0.0000000000000000E+00;10698764.00 ;13202.32 ;0.0000000000000000E+00;0.0000000000000000E+00;1.000 ;1.000 ;0.0000000000000000E+00;0.0000000000000000E+00;0.00 ;0.00 ;0.0000000000000000E+00;76100265-1;01;;EXPORTADORA BAIKA S.A.;0.0000000000000000E+00
0350002120000030;VN01;S200;HN12;VN01;;EXPORTADORA BAIKA S.A.;;76100265-1;76100265-1;0350002120;000030;20230209;NA_GRANEL_HSJF;NARANJA GRANEL HSJF;NARANJA;;;SANAFU2012;LIQTEMP2022NARANJ;76100265-1;0.000 ;0.0000000000000000E+00;0.0000000000000000E+00;2058064.00 ;2539.66 ;0.0000000000000000E+00;0.0000000000000000E+00;1.000 ;1.000 ;0.0000000000000000E+00;0.0000000000000000E+00;0.00 ;0.00 ;0.0000000000000000E+00;76100265-1;01;;EXPORTADORA BAIKA S.A.;0.0000000000000000E+00
0350002120000020;VN01;S200;HN12;VN01;;EXPORTADORA BAIKA S.A.;;76100265-1;76100265-1;0350002120;000020;20230209;NA_GRANEL_HSJF;NARANJA GRANEL HSJF;NARANJA;;;SANAFU2012;LIQTEMP2022NARANJ;76100265-1;0.000 ;0.0000000000000000E+00;0.0000000000000000E+00;6842740.00 ;8443.97 ;0.0000000000000000E+00;0.0000000000000000E+00;1.000 ;1.000 ;0.0000000000000000E+00;0.0000000000000000E+00;0.00 ;0.00 ;0.0000000000000000E+00;76100265-1;01;;EXPORTADORA BAIKA S.A.;0.0000000000000000E+00
0350002120000010;VN01;S200;HN12;VN01;;EXPORTADORA BAIKA S.A.;;76100265-1;76100265-1;0350002120;000010;20230209;NA_GRANEL_HSJF;NARANJA GRANEL HSJF;NARANJA;;;SANAFU2012;LIQTEMP2022NARANJ;76100265-1;0.000 ;0.0000000000000000E+00;0.0000000000000000E+00;1480684.00 ;1827.17 ;0.0000000000000000E+00;0.0000000000000000E+00;1.000 ;1.000 ;0.0000000000000000E+00;0.0000000000000000E+00;0.00 ;0.00 ;0.0000000000000000E+00;76100265-1;01;;EXPORTADORA BAIKA S.A.;0.0000000000000000E+00
0350002088000060;VN01;S200;HN11;VN01;;EXPORTADORA BAIKA S.A.;;76100265-1;76100265-1;0350002088;000060;20230124;NCC_QUEBRADA_HSJF;NUEZCC QUEBRADA HSJF;NUEZCC;;;LONZCH2016;LIQTEMP2022;76100265-1;0.000 ;0.0000000000000000E+00;0.0000000000000000E+00;155640.00 ;181.08 ;0.0000000000000000E+00;0.0000000000000000E+00;1.000 ;1.000 ;0.0000000000000000E+00;0.0000000000000000E+00;0.00 ;0.00 ;0.0000000000000000E+00;76100265-1;01;;EXPORTADORA BAIKA S.A.;0.0000000000000000E+00
